"HolderAddress","Balance","PendingBalanceUpdate"
"0x1edec532ffd5bdf02ead99a142e51e142987f82c","33367806.8068533","No"
"0x75205e4bc4f3650277f89c52e677203e0b179c67","81729356.86491","No"
"0x8f029417baff9fa33433e7c3ccd58a6273b3cda3","39805.8954264758","No"
"0x1d3a4edbe578e7666f0d1a1ed03d205390a37a64","53292.5277969751","No"
"0x70645824fdab87ff91f6d94c81665d8be8a8d649","16736129.5982336","No"
"0x3c2386843f3e5e6a1f27f90599077bcfa797174b","1034938.63136936","No"
"0xba3eb976d6b99dd7db56fca7e5099508a12d4ff9","60899673.4193921","No"
"0x9be4bd5b49eb926adbdaecc8b8e4fe7e3943e40f","1648911576.13061","No"
"0x07ad4bfc2d280d16ba811079a5751dc254d02ec7","95993609.5143602","No"
"0x2a7caae6b82e7c7a9a85189975d699e9f056f91a","3799336086.00397","No"
"0x5bcf59997c0c0c5250b2f02f9be99bd83f5a1e62","2459608.24819814","No"
"0x0c252f284fa66e09e00e666393b5045ee176e0f8","2418895192421.92","No"
"0xb7c45f156f0fcec18a3a865c660df0744a4729eb","1694098.15094399","No"
"0xbce24018323f3392ca386261824d013643e8ab32","3244498.36922833","No"
"0xbfef558c7c6319ca1150ec46b83b69f076906722","2405495183.9951","No"
"0x6ec0a17a0014d33707e5f8dc05b590d631b71399","5027110114.5877","No"
"0x6d10e4387bb9678305dc11b099148db0cbe95f1d","5907790427.56242","No"
"0x1bb95a566b52516a3c29413dd1c408f8264410bf","247659.328578974","No"
"0x21a7e6d85472939024ece0c009777080eeb69204","5040609.06734471","No"
"0xf64a2b3052f2d693a1b06c376853410b1dfd93c0","0.0822783970659192","No"
"0x4676089053af461542fd7a272936ce1fe28df9d8","6122965643.95715","No"
"0xbda86427c21a9261ac0174f3e40428c0df8f5035","1299864633.47396","No"
"0x7bd570e47e08eaff7436b01cd71f837f8579fe54","4027759.71167031","No"
"0x86ec243159cb151184077394543fbf1b9e206218","15779994700.7805","No"
"0x023b06c756c6310c87bddeb0652db5fae4557e72","130912903.754321","No"
"0x5e2d03126582fe1f1a577ba6a19c7149e5f8fc16","5000010.13922076","No"
"0xa8e7229201abb5ef1b7893aff2ae77fdcefbb39f","907165.211373419","No"
"0x442a682fb3d7b1b4ff0dc1f7d6dee827487ae7a8","1053375495.78287","No"
"0x8faaf7351209692bcc72f3696fe298902e78bc35","0.945495523713821","No"
"0x4a1dd6a37ca673d06825d8216eeec8498f2ec8df","77453725.7016211","No"
"0x6eb2b8cf51e1ac5dd9b7014bee0c4d0f6dc3ed96","291955509.497706","No"
"0x4f33b0fbcf5d8bf2f6439cb3762a5fbceec612e1","20388319.4892419","No"
"0x19ec5559f5faf0334e1419613ad071f5957c3f7b","2423481396.28173","No"
"0xf8346c5a793d1f5f2917ce0850e46a6c210eb0db","49428961806.1725","No"
"0x2034e91d5f48bb6a4eb09f4c202b9f0d86ca7ee2","1.53939427903666","No"
"0x872bcb4b7a8c36da1fef095dc7a86c418b33fe56","235837.588831122","No"
"0x50acf4afe94f72f34052764794aba4e184d94bcb","10292750.1568157","No"
"0xf8226636e812dad4f0bd5700263bb7e9386b09fa","51276948.1330137","No"
"0x468ff24e191368c507a0440a61fa3590b959f4c8","204360129.786867","No"
"0x4f971bdfeda6e1d79dde909a40530587e21d0257","484887.767875087","No"
"0x311608b3402dcf4fc58227839c8339231d6b24ea","13035209.4602791","No"
"0x4a4b73b7dea6aa1cc7410af90a8aeb7a973c8350","3343517510.09025","No"
"0x85ae74669e7fa72c352710648abcf42a859a2f69","106062283.92473","No"
"0x62920e05c010656aa129544bac5403b499f61ab2","44767327.5171616","No"
"0x3923555f2176886caba5af7077d51071044dc2be","1856023253.78387","No"
"0x660b1a6a7b965d083ba1e42a8fd49cbf1e01b55e","10156724.8972866","No"
"0xc5d26ccfc859152f0d684cebe9447604d823e403","25200399.7381693","No"
"0x71ad7bc1c6b2dd5ff0b16cb9ef179c511ad398ab","672460.578810638","No"
"0x9739abf85283535597d7b4ebb220a4004b5728b7","134400839.913145","No"
"0x7478418e08a799551feea792c7bbeed970a64b42","3560777.58215867","No"
"0x27e858f2d83681b305ee253502c9a28971c5496e","3299736231.69092","No"
"0x2526b26d31500d8d7711b80e22a9f48d2142a2ef","35453965.096781","No"
"0xf2f590a223da364fae8108c71acadbe753b2194f","78659419.1437873","No"
"0x9517bed19d544688ba0f8d10cadf3aa3eaf3dfef","3533838379579.16","No"
"0xc9271df3aa393a720ab8a9fa5660c902b5107142","22.17962943296","No"
"0x70e29afdccdd6012e4785f60168e46a68f4b1a42","204944177.469958","No"
"0x59b43a0fcb9a60b0294b2da43b41c153b41a6dc1","450444.952053368","No"
"0x352c5eb3f69b424332f87f91bd5b75e7a3dcd483","234466.671051018","No"
"0xae8a89c737e7423def56f6e39bf4052b112d6078","50012272299.6632","No"
"0xd0605161a6289319db5cfad4ea6989fd89e14691","4716.80536612914","No"
"0x6b9baf2c59aec66da0ceb12374a124aba2f0c3d8","138447.483860833","No"
"0xfa28941cf632850d53b030d8a9a888d4e50e8210","173014.061161744","No"
"0x6099ce1604f89b6d4211517904e6e995234fa0b6","0.223600911938057","No"
"0x859fb9584267e11e5703067d1128e02a70099f22","965827003.00445","No"
"0x6d1d4c6b637b070405c738433bebc90c57b2253c","2101793.23930724","No"
"0xa19653efe69edc7bee44416f03226300b015bf4f","54.3033898732182","No"
"0x44fa90628d2a70f68809936ce9919f5be90e91fa","6345813.15661183","No"
"0xd68c374f84d55c4d079b13aa03692d11c15906bd","1124375194.17322","No"
"0x3b0914b28bdb902806ce3d335ab48618204d5343","185257327.702712","No"
"0x379a73a3ff9295dc6766dc418b4ebd7fc198de59","43085869.1621876","No"
"0xffb7b5ead692b63847927d7692b4ab56a2036b02","7341797.91859917","No"
"0x53fdd761f54cbfd5daa5c8ef72ad88e8e1ef479e","40935.7334165494","No"
"0xb84917b498c9dbd1ce05f1f3d90bef6ab4986a4d","1.7100462903E-07","No"
"0x52ea0473f99cfbffc0b4f2c6a776d81d84df99cb","95309.1551892858","No"
"0xff0dd6087f11434ebf0bf12bec13fa0a35213bfd","829001559.381694","No"
"0x3c4bd3dff1ac9bab6aa03f535f7ad1eac818361f","28002575122.5476","No"
"0x9426267615e3fcb9e10c8235dbb114bca73affe0","45557.5844401006","No"
"0xe3e9277f24442c2f9b427bae5b65d78bd8a49150","103680489.987393","No"
"0xdf22ee5d6aefe40783255a8c9d7df41134245df5","17855943.9976908","No"
"0x03f16951cc21ace6614e0d4d23259a27f477822a","9726733563.63651","No"
"0x5e6be39bf42e08aeae57fee842c23c6737d93377","8253259.69121627","No"
"0xc11a2ccd64d6dadfaec5be46d100c40493f26e84","2964441.59963546","No"
"0x8cd001baa836d42142cc1928f33eb3312fbff344","16506769.1518525","No"
"0x1da5a2f5a2d4f29d1f6fe9081c5e4b8fb21796de","1597606.99601003","No"
"0x0606855f340de75f7483502fb27342f2d8f126ae","1728610.8682558","No"
"0xc31707067daae016eebdffe0b6c1bbf9bc740ff9","25048483.4006264","No"
"0x060ef66d57f7ae0505d596f6da65eb5c779f9eeb","10000016869.4076","No"
"0x49baf4683c794b31bebe41c6ce8fd524e66c8b6d","14572953.9806017","No"
"0xb8932caf85c8d5ef925346efe213b5d486f004b2","1711.88390241597","No"
"0xcbe0112dc0d74dcbd378502011bfcd5520c8b202","32845.5929868048","No"
"0x6f6ea394f2e51a2fbdc249634df2c571b21fe42b","2012621826.86535","No"
"0x2bd018f55516831ce62c445e0a838ff193cf982c","0.781428088148653","No"
"0xdd3acd1ae8c08e2a73909e5cf45d0c725a492168","601740605730.625","No"
"0x970c04f43b6982a117d14ed739a3c294ea9d3d10","145204086.02331","No"
"0x35c57b6e625a292e70a02b31e3124ac164b4df7d","2.541930594E-08","No"
"0x6b765afa3fe30da833adc5b96e3df02ee2ea6f03","3152828.88373932","No"
"0x81f979843eb1aeb63192fb2806954b2d8d40cad7","0.903211305712279","No"
"0x5a7e3f58710c1aa810f7df797933ba2c8d0ad522","57353.2239697337","No"
"0x6f6a0be20e9ca2c492e2242b2b0df40e9eae83f7","2095453.33449168","No"
"0x01b1163db6a915dfedb6b0d0ac76216b6f73880d","1836009.7618689","No"
"0xbd058f643529090a66a0cde7901b5f3a7a12291f","3049141059702.26","No"
"0xfbecec1d9a7b40e57e3b165ccaba08eb93e76d1f","5.628071076596E-05","No"
"0x53e96af57f58348b98a4a582e460d6abb167a740","1.130327123552E-05","No"
"0x65088f624a88112a7b652436a16f4ae0fa07b7ca","111107072.156254","No"
"0x40a590e313048ab5758731c65298645df8951705","136136660940.231","No"
"0xc665235f93d6c4a6747e13681a403003b1e8bdc6","6417063.06129902","No"
"0xe7dc414a7e18eb03d0f1c95c91bf83992689c94f","28203600.6788169","No"
"0x609454826fbc2b1c6d9997b34c1d8a7255a15bbf","2791526948.54101","No"
"0xa0362da88a2a7c198c90d1df55146dbd353c6cca","395168521.109536","No"
"0x9feb7439515efe53370886647424226bbb679c1b","79118834.547176","No"
"0x9cd24632714b52c2a54341b752cd37052b9058c9","0.00116470725121124","No"
"0x15716d888b5671830e276acf9b2fbeae53dc346d","47466911.7972029","No"
"0x300e08a7367ae91e33111967bbaf55447ca896f0","6757296553317.64","No"
"0x9c7d251e00131415c0958ab3125e9e8744fc74de","15080658862.0305","No"
"0x94865f3ba6475b104f132adbf907402db4e66950","28177566.5041664","No"
"0x2801870681da597f84a7435cc644a07c3aecf252","290944040.594466","No"
"0xaa0ce6be32b0540ec333470136671ff66e288baf","4944568.20260279","No"
"0x2d4bff1330b3e8582c8ef174812f7c91522eb3c4","4639940.30244294","No"
"0xa956507f38b59c9d95aa0b54afc8cba5a9dc73cc","30000258713.9943","No"
"0xbebbf7ef0764810c11e8cf5b66dc953e52d888e0","52961448.0359678","No"
"0x7e29fa634108d264295ec93edb9f4c478b888b49","222041.029636745","No"
"0x2d5017119b572d00084072249e66d610a790d31d","114753.987129794","No"
"0x7dbdde05d6e8d2261086bb6c5989a42157b5f5c4","23171.7200192035","No"
"0x9852d852fa6f1cddf81ecf9dec4df2ed287462e7","23707048.582174","No"
"0x6ed1ee981d02709f1cafd86c562a008c235f42ff","1143149.74454066","No"
"0x0846aa765c70ca2ecdf326755f62789bf6b3bc94","1412.7923069295","No"
"0xa800984d3254c7644b2bdc44d145193ba358b500","10000010888.3474","No"
"0x8757ba27d36d470fae80415a80fdb7e26823b6de","252094059.397031","No"
"0x7b7d24f1591e797011b191ae6d083c2e5f730e4b","231215598.677861","No"
"0xdc020a667eed8d9b064db4db389261a398c281ca","9252385789.17157","No"
"0xa761e5963e076f419bb12b26a83b010508a575cd","34328579.4160613","No"
"0xffba2a6b51b5acc9c1fa046eb8634a1020c0c386","805367108.095774","No"
"0xb2b2a9f2410befb1bd9ab53cd3571523dfedb7de","722519.907256853","No"
"0x82fe2c93cb2c0c16e302245769b5ef0bfe0f7cae","554516417.109027","No"
"0x57ae5a6837f6e0d0eeb9814b6ea42ad165fd9c0e","339.290731325529","No"
"0x14ec8c9a1daf400a0736e29c80c3fcf732ef9bfb","2605369301.78162","No"
"0x09efc9cf32354700bc46488a46c52199e2c938fe","10783313.9439061","No"
"0xe9708d8d72bd56b5ff33bcbefd2a031e041d6a5e","792021.086609012","No"
"0xc4458de1b5bd4d5e2965e4e28380c4114640864a","22005855.9531006","No"
"0x972fc9b38b124a842d41fd4fa30785b4f2f51888","257455774.6928","No"
"0x64150f77da028bc6bc5f307ab6b71de5351ddfda","6478006.97995438","No"
"0x9d93c6b31d9c43d310e53adb78e35b1538bd8eb3","10564881.4911274","No"
"0x30534a1bcc36a3bec498b64dce4cfc3c6193a46c","268023593.734748","No"
"0xba04f9d1bed554492076efbf7a7c021fcf4ad1b8","72875482817.2272","No"
"0xda885ea9e411e1db661512be28b8ca9252047a75","314218518.288376","No"
"0xd18aa4edfc8a87dfd1f5ec57275e40888a7bc6a8","2193393.1008196","No"
"0x851a4ec5004c5273b2e983f45c7a7d36d7db7a5c","815153602.151512","No"
"0x49ef29a2c4b5210657c5a45d854d69b7387bcc20","710560.580135475","No"
"0x3527a68b8b3ac8dd31a1e9b33fca3fa0de94aece","452236002.52769","No"
"0x5388a4b3f11f9f92523c68cd2b96f7aa16a3b4f1","1785048.39075904","No"
"0x4aa279480f6ba021ba6351d56867608b2e4ef9cc","89990736.2923199","No"
"0x53c571c733212d68cc5da43a324b2f3d9a648bc3","700663.596415146","No"
"0x7a2cb69ab4cf5f26a344a682e0105961ea1db44d","45775415.0168758","No"
"0xa3c2d59442871c8d4518c650f5b2752549f0d437","17465698.8097162","No"
"0x939a183d16cf13bcd6cf8dd62fbf3dc0d63ff7f3","38629798450.2314","No"
"0xe71680115a0aebbedbcf49e370352bc9ec512510","221534.421232578","No"
"0x130907fd74e890a7caefa22814c8d5b5612c25bb","786882624.476605","No"
"0xac30b07e734ce5c59321ca09a406c45874801a96","17004515.9178828","No"
"0x9c2b471bb0220a2d4af8c62f067a36c3b8e6779a","36630026.1315496","No"
"0x7525f809de265a45a06e9d51af966ec88a6c6bb8","1730286.43321088","No"
"0x369ed00b75d303cf2684464cb68b86c583bc2e8d","25487674.7248521","No"
"0xa83ed5915d3157c0823b54daa163428528a19f20","43446794.9755709","No"
"0x20e47ffd3a9ec21c784854cf10a7bd0afc27c4ea","65167214.7654837","No"
"0x863e9cceffef70022b6919acce9ed508a5c2c90b","64014802.7565096","No"
"0x460e1ae597469321c27a9fee39732feb1216a37b","100242734.647174","No"
"0x4cfb5d2c100427b582d90d1b378f64045f17bb39","345271061.536251","No"
"0xdbf305706e1614c76c52175709826ef2da6d7b68","210613926.853996","No"
"0xd3413061836e2263edcb1db6ba1558a79eb664df","448277807.298926","No"
"0x56571457b5998be31733d6b0f9665a9e6989ae65","3118.03103018343","No"
"0x606ebfc8a87d1e0835355e1bbf926d9896c1c859","6168074.91659964","No"
"0x00babd14a4f0e0b43d67ddb88ec4c9fec5a551dd","117265984.421982","No"
"0x32a840daffe455ad2f062913d36a05fd213551db","909273847.531373","No"
"0xeccf0f5499316c6a0fee34d037b122d6791029be","4409853.17368845","No"
"0x05e7a96a97a32516daef897dd6170c53ce19d15b","90242179.915992","No"
"0x363250944757789b1b0fa4f4abc3f48b4afe2ed9","1383688823.81565","No"
"0x82b88c97425e450cdf939645e1a6ba0bba6d9a8f","2850888359158.05","No"
"0xc17eb607d4fea1085704fff174a8b9bab41546d2","364003870.023441","No"
"0xc51c32dd9945c90599003959789930859f4b4512","0.512543942509912","No"
"0xdf1c0d91ab75667dfc4cc1ec5b5affb13e537b4e","2729296.21611073","No"
"0x5ca5e7ca56ff578d553de5d066de14d31b5afd12","22767.6463213688","No"
"0xe25a0ba0b3fd617d0089adbba6f3144979a1817f","2499178026.35797","No"
"0x747a70e778985799b11a536fc716baf3e290bb10","2347610404.09161","No"
"0x87496edb21477514d245fd13478400e286c04888","4.91816144155128","No"
"0xc48200153939a3b7f4d8a08cfd0c40d79d252576","43999359.6262264","No"
"0xade1894788cd561c4fe1227bdf49e91b3434ba0b","1169257719.90352","No"
"0x70286f06f48e3a0299bf71df0b4cd9b077fb4276","116243197.31492","No"
"0x5277d0a8e927088b0c428fdfb4109faffd02fd3b","5145889.42316875","No"
"0xb36d852683bdac6267a987bda24ca9d0b79c25c3","2789266.11412132","No"
"0x879f385e118e7437e330dbf7ec5f30cd361fdccc","14981656.7031439","No"
"0x02564804e555460dfbdd7b58417e21e801cfab1d","381.032844111812","No"
"0xca4dee3302b07a1d77a0f3b131441f07ff248ddb","111471.168892873","No"
"0xfa2d78beab3853362d0f939384771fe35ce8bfbc","86394.8900804936","No"
"0x7a7043eb8b5bf07dce03bc91f753ff26b3034646","9598.74309688781","No"
"0xe52de94b3b52bfbd296a73eba46f03ea41cf7d31","43932547.6527953","No"
"0x19c9460f4f2c8b57638abf0d62ac365e432695af","43611.7287062709","No"
"0xdf7b8d2f78fed6657f470bd79b266251ea186253","1.41260301566086","No"
"0x7f270bc782862e940f8c8f6375ca813a05a8656f","46712920831.5735","No"
"0x646b24ce5cda3f918c11030942ed420a0132d732","123438801.574942","No"
"0x9ed59baee57be1b75808e0f31d614696f327db36","1420496.85345054","No"
"0xa4ee2105030eb2ff8239e8d3b97843f76487fbff","3295179.7966553","No"
"0x8d27f7587fb259e30b62a1ef56c69ec1cb585e99","297324.031583086","No"
"0x2bbafbf3539fb4d0daac05e433fc7deb8479c817","11836.6344826811","No"
"0x12db18596205008434f4e9e7961b01362c2aeb83","548566.995823375","No"
"0xe43f167ed60fdb0b05df0f613352ff8fe1c31d78","533196934.981347","No"
"0x720d5b14df5439b5f0c0517cdb098e15cf1feabc","53784118.1625673","No"
"0x6a575eea125101c674ce917baafd6e6e52b80644","33940501.6332853","No"
"0x578241ed8b42d4a539651d5ceb942ccc4e61318a","1452690.81610876","No"
"0xc3840224a97256bf179bf7a3c92219f76e576b22","40682176.1001295","No"
"0x16128e01bc53863fad81f8728e1a0d5b651c0daa","40001868786.7884","No"
"0xf93c734cac402c436f74ba0269d7309396e55954","4240726.80058746","No"
"0x8bc520a32edfa7cbddb2fe82230aa44546afa07e","1009886.50029395","No"
"0xefd5b8228c467a260b831ac895ecef7187da0a9a","6291373991.09988","No"
"0x030bf9359eab759cb1637fecd8fa0e6d3508a1f1","3089123.1799345","No"
"0x60f8678c02227c32394534482e667df51115835b","2791899700145.41","No"
"0xb9fe2fac2bc3a77ab55b0fc8ac3fc8d3eb6820b0","55302.8327719959","No"
"0x0b1885073e7518991664d8756340e5219620841a","157781.761427678","No"
"0xa20f6dd71d08948ed719374f9c169eca6fe925d6","19719900.6114011","No"
"0x561f515bf518bf50457468c3feb8f0457c8b6aa3","1291870.41343963","No"
"0x75e7e027740e7ed3bf7f53fc513706989d328ac6","28605059533.8816","No"
"0x623219a28483a43a6f77c0d855719f01a582b9e9","4260695.68565285","No"
"0x79318641e674935a388f5cf9bb2b169bd333a44c","8332.37162695727","No"
"0x9eefee7b572e8babf5e434a0a2235cc84c3a1ad8","204512.005236221","No"
"0x5cb7e0c6c92d0b17797679ebc5e5e104dfcfb026","346947826.81215","No"
"0xd06e8b72f2063f55b17d3ec1397180541a02bb4f","63337737.0102024","No"
"0xc2c2b87572ff9450be012d922c3f3cdc634021b4","14430719076.962","No"
"0x48e00436b3fd00b165ee55f76c3b1a3f68ba204f","9680.81893564452","No"
"0x375052262ee134f0cc53bb98246fcb6ca30a6bb3","10416675.2144671","No"
"0x2b127dab7233ecd0a47aa7485edb417bc779b56d","5000080275.6671","No"
"0xc65c025f8a836d216016150d1da59c27c29f77fd","56908.6291607125","No"
"0x8404a902c1a15aefe042bb854078db55b4e13b58","0.00365760459753469","No"
"0x92bb18124d11fa05a3183df5dd4d3b75303333fc","33330917.9075871","No"
"0x79d93a8a8052c13b5953b69cfe53800455bd7f9b","641941667.525144","No"
"0x7e732892c85f11c4eca4be4d796a423972cda8a5","16529727.8949581","No"
"0x5fe58d6236f9f47c6923199869dfb09b9e906bd3","1038966.36032731","No"
"0x03c042531ac9a207265c008bcbe4a78621daef5d","247193832.130998","No"
"0xc738a2582ac4a34f2b510fa9456df549c1eeb573","0.00462940390507991","No"
